ファイアエンブレム	Fire Emblem
竜石の力によって　竜へと姿を変える\r\n伝説とされし存在	Dragonkin who live in Darkling Woods.\r\nDragonstones can transform them.
道を究めた　盗賊の中の盗賊\r\nかぎを持たずに　扉・宝箱をあける	Adventurer-thieves with skills so great they\r\ncan open chests and doors without tools.
斧をもちいて戦う　『あらくれ』たち\r\n力は強いが　守備力におとる	Axe-wielding powerhouses whose wild fighting\r\nstyle leaves them with poor defenses.
強さを認められた戦士に与えられる称号\r\n目をみはる攻撃力で　他を圧倒する	A title awarded to battle-tested warriors.\r\nThe strongest of all fighters.
斧をもちいて戦う　『山のあらくれ』たち\r\nうでっぷしが強く　山での戦闘を得意とする	Mighty axe fighters especially skilled\r\nin mountain combat.
戦に生き　戦に死す覇者の称号\r\n山や海などに強く　必殺の一撃を得意とする	A title for those who live to fight. Strong in\r\nmountains or at sea. Skilled in killing blows.
高い守備力と機動力をあわせ持つ騎士\r\n剣・斧・槍を使い　あらゆる敵を打ちのめす	Knights with high defense and mobility. They\r\nuse swords, axes, and lances equally well.
いにしえの『闇』魔道を　あやつる者たち\r\n魔道士を上回る攻撃力を持つが　速さに劣る	Masters of elder black magic. They are very\r\npowerful, but very slow as well.
闇魔道を極めんとする者たち\r\nあやつる高位『闇』魔法の前に敵はひれ伏す	A title granted to powerful shamans. Those\r\nwho battle them cower in fear of their might.
闇魔道の禁忌に手を染めた者たち\r\nその力によって　亡霊戦士を召喚する	A title granted to shamans who have used\r\nforbidden magic to learn the summoning arts.
聖なる力『光』の魔道書を使う修行僧\r\n命中率に優れるが　威力は弱い	Ascetic wielders of sacred light magic.\r\nSuperior ability to hit but low attack power.
聖なる杖で味方を助ける\r\n聖職者　攻撃はできない	Members of the clergy who wield sacred\r\nstaves to aid allies. They wield no weapons.
主人のために尽くす召使い\r\n装備『剣・杖』　スキル『魔殺し』	Loyal servents who heal and defend\r\ntheir masters. Equip: Sword, staff.
天馬をあやつり　空をかける女騎士たち\r\n魔法による攻撃に強いが　弓の攻撃に弱い	Knights who soar through the skies. They\r\nresist magic but are weak against bows.
天馬を自在にあやつる　天空の女騎士たち\r\n速さ・魔防に抜きんでた力をもつ	Knights united with their pegasus mounts.\r\nThey have superior skill and resistance.
聖なる杖をもちいて味方を助ける\r\n武器を使えないので　攻撃はできない	Wielders of sacred staves who aid allies in\r\nbattle. They refuse to take arms in combat.
馬上より聖なる杖で味方を助ける乙女たち\r\n移動力に優れるが　武器は使えない	Mounted maidens whose sacred staves aid\r\nallies. They are swift but will not fight.
美しいおどりで　仲間を助ける存在\r\n武器を使わないので　攻撃はできない	Dancers whose grace soothes allies.\r\nThey do not fight in combat.
槍を用いて戦う　一般的な下級兵士\r\nとりたてて目立った能力はない	Average foot soldiers possessing no unique\r\nabilities. They bear spears in combat.
斧をもちいて戦う　『海のあらくれ』たち\r\nうでっぷしが強く　海での戦闘を得意とする	Axe-wielding privateers trained to\r\nfight on the high seas.
『指揮上昇』\r\n指揮が２、上昇します	Increases leadership stars by 2.
マスターソード	Master Swd
魔の力により　強大な力を得たバール\r\nその鋭い爪には　猛毒を備えている	Giant spiders infused with tremendous\r\nmagical strength. Their venom is lethal.
『指揮上昇』\r\n指揮が１、増えます	Increases leadership stars by 1.
主人のために尽くす召使い\r\n杖と剣を使い主人をサポートする	Savage demon hounds that thirst for blood.\r\nThese agile beasts have razor-sharp fangs.
三つの首をもつ　飢えた魔獣\r\n襲いくる３つの牙をかわすのは　至難の業	Ferocious, three-headed hellhounds. Their\r\ntriple-fanged bites are difficult to dodge.
好戦的で野蛮な魔物\r\n巨大な斧を手に　疾風のごとく駆けまわる	Belligerent man-beasts. Like hurricanes they\r\nroam, wreaking havoc with their giant axes.
エトルリアの元騎士隊長で\r\n貴族の出身\r\n現在は傭兵隊長として皆を導く	A former chief of the Etrurian\r\nmilatary, from a noble family.\r\nNow the leader of a mercenary band.
守備＋８　魔防＋２\r\n指揮官が好んで使う\r\n優れた防御力を誇る盾	+8 Defense and +2 Resistance.\r\nOnly usable by military.
丈夫で優れた性能を誇る\r\n特別な盾	+2 Defense and +3 Resistance.\r\nFor Lizzy only.
スリープの剣	Sleep Sword
サンダーソード	Levin Sword
目的：玉座制圧	Seize throne
目的：宝箱開く	Open the Chests
多くアイテムをつる	Fish a lot of items
アイテムをつる	Fish an item
致命攻撃を必ずＨＰ１で耐える\r\n不思議なお守り	When held, survive a\r\nfatal blow with 1 HP.
遠距離攻撃を得意とする戦車\r\n装備『弓』	Heavy tanks specialized in attacking\r\nfrom a long range. Equip: Ballistae.　『遠距離防御』\r\n遠距離攻撃を半減	Tower Shield\r\nhalf damage when attacked at range.
『電撃戦闘』\r\n互いに２回連続攻撃	Continue\r\nDoubles the amount of\r\nrounds of all combat.
『奮迅』\r\n戦闘時、大幅に強化されるが\r\n戦闘終了時にＨＰが６減少する	Fury\r\nStr/Spd/Def/Res +2, but take\r\n6 damage after attacking.
『相性激化』\r\n３すくみの効果が２倍になる	Triangle Adept\r\nDoubles weapon traingle effects.
『遠距離無効』\r\n遠距離攻撃を無効化	Tower Shield+\r\nNegates all ranged attacks.
『神の器』\r\nスキル発動率を３０％上昇させる	Rightful God\r\n+30% to skill activation rate.
ドラゴンシールド	Drg. Shield
フェリクス	Phelix
ワルキューレ	Valkyrie
ハルトマン隊	Haltmann's
必避	Ddg
ブレンサンダ	Brenthunder
敵軍の攻撃範囲を\r\n表示します	Attack an enemy and\r\nattempt to capture them.
エンゼルナイト	AngelKnight
ウォーロック	Warlock
大賢者	Archsage
知を究めた魔道士の称号\r\nあらゆる魔法と　杖を知る	An honorific bestowed upon\r\nthe wisest of sages.
道士	Taoist
ブレードソウル	BladeSolh
リッチ	Lich
ヲールランナー	WallRunner
戦車	Tank
フラッグ	Flag
バルタン	Baltan
ゴースト	Ghost
　捕獲	 Capture
　『大盾』（技％）\r\n相手の物理攻撃を半減する	Pavise (Lv%)\r\nReduces physical damage by half.
　『再動』（幸運％）\r\n行動終了後にもう一度行動ができる	Re-Move (Luck%)\r\nAct again after completing an action.
　『疾風迅雷』\r\n敵撃破後に１度だけ再行動	Galeforce\r\nAct again after defeating an\r\nenemy (once per turn).
　『魔道特効』\r\n魔道士に対して与ダメージ＋１０	Magekiller\r\n+10 damage to magic users.
　『魔物特効』\r\n魔物に対して与ダメージ＋１０	Slayer\r\n+10 damage to monsters.
　『遠距離防御』\r\n受けた間接攻撃を６ダメージ減	Tower Shield\r\n-6 damage when attacked at range.
　『攻め立て』\r\n自分から攻めると先制追撃	Desperation\r\nFollow-up attacks will occur immediately.
　『鬼神の一撃』\r\n自ら攻めると攻撃＋５必殺＋１５	Death Blow\r\nDamage +5 when attacking
　『金剛の一撃』\r\n自ら攻めると被ダメージ－１０	Armormed Blow\r\nDef +10 when attacking.
　『持ち替え』\r\n反撃可能な武器を装備する	Shift\r\nCan change weapons when attacked\r\nif unable to counterattack.
　『奥義の律動』\r\n３ターンに１回奥義が確定発動	Mysterious Rhythm\r\nOnce every 3 turns, skills occur\r\nat a 100% activation rate.
　『神風招来』\r\n杖使用後に１度だけ再行動	Powerstaff\r\nTake another action after using\r\na staff (once per turn).
　『突撃』\r\nＨＰと攻速が上回ると戦闘継続	Charge (HP%)\r\nInitiates another round of combat.
　『風なぎ』\r\n自ら攻めると反撃阻止　追撃不可	Moonlight\r\nInstead of performing a follow-up attack,\r\nnegates the opponent's counterattack.
　『近距離防御』\r\n受けた直接攻撃を６ダメージ減	Short Shield\r\n-6 damage when attacked up close.
　『奮迅』\r\n戦闘後ＨＰ６減するが戦闘力上昇	Fury\r\nStr/Spd/Def/Res +2, but take\r\n6 damage after attacking.
　『相性激化』\r\n武器相性の影響が２倍	Triangle Adept\r\nDoubles weapon traingle effects.
奥義『天空』（ＬＶ％）\r\n敵の守備を８割減し与ダメージ半分回復	Aether (Lv%)\r\nPerform Luna and Sol consecutively.
　『王の器』\r\nスキル発動率が１０％上昇	Skill 『Rightful King』\r\nIncreases skill activation by 10%.
奥義『華炎』（技％）\r\n魔力か力の半分を攻撃力に加える	Ignis (Skill%)\r\nAdd Str/2 when attacking magically.\r\nAdd Mag/2 when attacking physically.
　『神の器』\r\nスキル発動率が３０％上昇	Rightful God\r\n+30% to skill activation rate.
　『プロミネンス』\r\n周囲５マスに範囲攻撃\r\nＨＰ１の敵は撃破する	Prominence\r\nRange attack on 5 squares around.
攻速を落として攻撃し\r\n敵を倒せれば捕獲できます	Attack with slowing down attack speed\r\nYou can catch if can defeat the enemy
　体当たり	 Shove
相手を１マスだけ\r\n押し出します	Push an adjacent unit one\r\ntile away.
　突飛ばし	 Smite
　ぶちかまし Smite
相手を２マスだけ\r\n突き飛ばします	Push an adjacent unit two\r\ntiles away.
　回り込み	 Pivot
自分が味方の\r\n反対側の位置に移動する	Move to opposite side of\r\nan adjacent ally.
　引き戻し	 Repos
味方を自分の\r\n反対側の位置に移動させる	Move adjacent ally to this\r\nunit's opposite side.
　入れ替え	 Swap
自分と味方の\r\n位置を入れ替える	Swap positions with adjacent\r\nally.
　演説	 Speech
熱い理想を語り\r\n味方を再行動可能にします	Talking hot ideals\r\nyour allies to move again.
　危険	 Range
　指南	 Shinan
攻略情報を\r\n表示します	Display capture information.
守らないといけない旗	Flag that you must protect
イリア騎士団	Ilia
イリア騎士	Ilia
北方の地イリアの\r\n傭兵騎士団	Mercenary knights of Ilia.
ジュテ族	Djute
　同行	 Refuge
　『杖の達人』\r\nＨＰ回復杖の射程を伸ばす	Staff Savant\r\nIncrease maximum staff range by 1.
　『守備隊形』\r\n戦闘で追撃が起こらない	Wary Fighter\r\nPrevents all follow-up attacks.
　『魔物特効』\r\n魔物に対して常に特効	Slayer\r\nDeal effective damage to monsters.
　『草なぎ』\r\n自分から攻撃したとき、追撃が絶対に\r\n出来ない代わりに相手の反撃を絶対に防ぐ	Moonlight\r\nInstead of performing a follow-up attack,\r\nnegates the opponent's counterattack.
『王の器』\r\nスキル発動率を１０％上昇させる	Skill 『Rightful King』\r\nIncreases skill activation by 10%.
　『カリスマ』\r\n３マス以内の味方の命中回避＋１０	Charm\r\nAllies within 3 spaces gain +10 hit.
奥義『竜穽』（技％）\r\n攻撃力１．５倍で攻撃	Dragon Fang (Skill%)\r\nMultiplies damage by 1.5x.
ノトス	Notos
オルファン	Olfan
ホウダイ	Battery
装備するとスキル「待ち伏せ」を持つ剣	With skill "Ambush" when Equip.
特殊なエネルギーが宿った不思議な弾丸	Mysterious bullet with energy.
別大陸の魔剣。守備と魔防＋５	Sword of another continent.Def,Res +5.
アルスを\r\nクラスチェンジさせます	Promote Arus.
　『必殺上昇』\r\n必殺率＋１５	Crit+15\r\nGrants +15 to\r\ncritical hit rate.
シュラム	Shrum
エネルギー弾	Energy bullet
大盾Ｍ	Pavise.M
使用するとスキル「大盾」を習得	Learning skill "Pavise" when used
祈りＭ	Miracle.M
使用するとスキル「祈り」を習得	Learning skill "Miracle" when used
使用するとスキル「「祈り」を習得	Learning skill "Miracle" when used
見切りＭ	Nihil.M
使用するとスキル「見切り」を習得	Learning skill "Nihil" when used
練達Ｍ	Nullify.M
使用するとスキル「練達」を習得する	Learning skill "Nullify" when used
キャンセルＭ	Cancel.M
使用するとスキル「キャンセル」習得	Learning skill "Cancel" when used
デルフィの守り	Delphi Shield
ニニスの守護	Ninis's Grace
味方１人の守備＋１０魔防＋１０
キングスプルフ	King Seal
リンカネ－ション	Linkation
レベル１０以上の上級ユニットを\r\nクリーチャーに転生させます	Transform a level 10\r\nor higher Promoted into a creature
ロングシャイン	Long Shine
遠くまで攻撃の届くシャイン	Long range Shine
鬼神の一撃Ｍ	Death Blow.M
　『鬼神の一撃』\r\n自ら攻めると与ダメージ＋５必殺＋１５	Death Blow\r\nDamage +5 when attacking.
恐怖Ｍ	Intimidate.M
治癒Ｍ	Boon.M
金ごうの一撃Ｍ	ArmormedBlow.M
　『金ごうの一撃』\r\n自ら攻めると被ダメージ－１０	Armormed Blow\r\nDef +10 when attacking.
閃光のブレス	Flash of breath
まばゆい閃光で相手を殲滅する	Destroy the other party with a dazzling flash
ふしぎなアメ	Rare Candy
拠点で使用します	Use at base
リーダーバッジ	Leader Badge
持っているとそれぞれ異なる\r\nリーダースキルを発動させれます	Different leader skills\r\ncan be triggered by having
魔物の爪	Monster's claw
キャノンホウ	Cannon
戦車の弾	Tank's bullets
ペトロクラウド	Petrocloud
ブリューナク	Brunak
強者にのみにしか扱えない大型の槍	Large bowl can only use strong people.
ゴーストリング	Ghost Ring
上級のアルス・ナインツ・ホワイトに\r\n持たせると「乗る」コマンドで\r\nゴーストになれます	If has Promoted Arus,Ninz,White,\r\ncan transform ghost\r\nwith "Ride" command
ヘパイスの黒雷	Black Thunder
暗黒の雷で相手を攻撃する	Attack with dark lightning
ヴンダーガスト	Vundergast
大型の風魔法。速さ＋２	Large-scale wind magic.Speed+2.
妖刀かまいたち	Kamaitachi
攻撃範囲がかなり広い刀。非常に貴重	fairly wide attack range.Very valuable.
モンゴルの剣	MongolianSword
バサークダガー	BerserkDagger
攻撃が命中すると相手にバサークをかける	If hit, Put Berserk
女王の剣	Queen's Sword
女王の加護により力が増幅された封印の剣	Sealed sword blessed by the queen
まばゆいビームサーベル	Dazzling beam saber
オデッセイの剣	OdysseySword
大型魔法「オデッセイ」を宿した剣	Sword with the large magic Odyssey
ヘリオスの疾風	Helios Gale
大型の風魔法　飛行特攻	Large-scale wind magic. Effective fliers
テティスの氷石	Tethys's Ice
氷のつぶての雨を相手に降らせる	Rain of ice Rock at Enenmy.
アトラスの業火	Atlas's Flame
炎の竜を呼び覚まし相手に突撃する	Wake up the fire dragon and assault.
モンゴルの剣	MongolianSWD
モンゴルで作られた剣。当たると毒になる	Made in Mongolia. poison when hit.
フレイムロッド	Flame Rod
炎を宿した杖。魔法ではなく物理	Has flame power. Physical attack not magic.
タワーシールド	Tower Shield
持つと守備を＋２にする盾	Shield that makes Def+2
投石	ThrowingStone
投げれる石	Stone to be thrown
持っていると一度だけ祈りスキル発動	Miracle skill activation only once\r\nif you have one
漆黒の斬鉄斧	Jet-BlackAxe
漆黒に覆われた斧。武器スキル『キャンセル』	Jetty covered Axs.Skill "Cancel"
ラビアンローズ	LaVieEnRose
女性専用　ＨＰ成長率をアップさせる	Only women.HP growth rate
閃光の弓	Flash Bow
レイピアと同じ特攻効果を持つ弓	With the same effectiveness Rapier
バルダシールド	BaldaShield
そこそこ強い盾。守備＋５	Somewhat strong shield.Def+5
エリートの長弓	ParagonBow
装備するとエリートのスキルが付く長弓	With skill Paragon when Equip
見切りの盾	Nihil shield
装備時見切りのスキルを得る盾　攻撃不可	With skill Nihil when Equip.NotAttack
聖なる盾	Holy shield
装備時聖盾のスキルを得る　攻撃不可	With skill Aegis when Equip.NotAttack
重装の盾	Heavy Shield
とても重くて硬い盾	Very heavy and hard shield
強運を呼ぶ盾	Blessing Shield
装備時強運のスキルを得る盾　攻撃不可	With skill Blessing when Equip.NotAttack
ヘルパニッシャ－	Hell Punisher
地獄より舞い降りた剣　必殺無効	Sword from hell.Negate Criticals.
グラムロック	Gram lock
装備時　スキル連撃防御を得る　守備＋２	With skill Bunker when Equip.Def+2
雷神の弓	Raijin Yumi
風神の弓	Fujin Yumi
必殺無効　体力を吸収する	Negate Criticals.Lifetaker.
必殺無効　毒を与える	Negate Criticals.Poison the enemy.
待ち伏せＭ	Ambush.M
　『待ち伏せ』\r\n敵ターンに先制攻撃	Ambush\r\nAlways attack first.
連続Ｍ	Adept.M
エリートＭ	Paragon.M
マージキラー	MageKiller
魔法系ユニットに特攻を持つ弓	Effective Mage
クラウ・ソラス	Crow Soras
相性反転効果のある魔法剣	Magic sword with a Reaver Effect.
ヴォルケイトス	Volkeithos
ヴォルケナ火山から発見された幻の槍	Illusionary Lance discovered Mount Volkena.
エリートの剣	ParagonSWD
装備するとスキル「エリート」を得る剣	With skill Paragon when Equip.
バルダアーマー	BalderArmor
耐久に優れた鎧	Durable armor
エイトセンシズ	EighthSense
使うと移動と体格以外が２アップします	Increases All by 2 point.\r\nexcept MOV and CON.
ガンブレード	Gun Blade
剣の柄にジュウの機構を取り入れた武器	Incorporates gun mechanism into the sword
剣の柄に銃の機構を取り入れた武器	Incorporates gun mechanism into the sword
パワーボウ	Power Bow
力を増幅させる不思議な弓	Mysterious bow That amplifies the power
必殺Ｍ	Crit.M
突撃Ｍ	Charge.M
月光Ｍ	Luna.M
太陽Ｍ	Sol.M
強奪Ｍ	Despoil.M
敵の必殺を回避する能力です\r\nこの値だけ　敵の必殺が減ります	Ability to avoid critical\r\nhits. Affected by luck.
敵軍の攻撃範囲を\r\n表示します	Attack an enemy and\r\nattempt to capture them.
オートセーブ	Auto Save
毎ターン	Each Turn
オートセーブの設定を切り換えます	Switch the auto save setting
アルス	Arus
ナインツ	Ninz
ホワイト	White
飛行特攻の剣	Sword in Effective fliers
『神将器』　業火の理　幸運＋５	The Infernal Truth. Luck +5
『神将器』　至高の光　魔防＋５	The Glorious Acension. Res +5
『神将器』　黙示の闇　魔力＋５	The Elder Revelation. Mag +5
『神将器』　氷雪の槍　技＋５	The Ice snow Lance. Skill +5
『神将器』　烈火の剣　力＋５	The Blazing Bld. Pow +5
地にまい降りた天使の衣\r\n最大ＨＰ＋５　使うと失われます	Increases Max HP by\r\n5 point. Vanishes after use.
戦う力を高める魔法のリング\r\n力＋２　使うと失われます	Increases Strength by\r\n2 point. Vanishes after use.
戦いのわざを伝える書\r\n技＋２　使うと失われます	Increases Skill by 2 points.\r\nVanishes after use.
最もすばやい天馬の羽根\r\n速さ＋２　使うと失われます	Increases speed by\r\n2 points. Vanishes after use.
ほほえむ幸運の女神\r\n幸運＋４　使うと失われます	Increases Luck by\r\n4 points. Vanishes after use.
竜のウロコでつくられた盾\r\n守備＋２　使うと失われます	Increases defense by\r\n2 points. Vanishes after use.
敵の魔法を払うお守り\r\n魔防＋２　使うと失われます		Increases resistance by\r\n2 points. Vanishes after use.
魔法がかかったブーツ\r\n移動力＋２　使うと失われます	Increases movement by\r\n2 points. Vanishes after use.
使うと移動と体格以外が２アップします	Boosts all stats except\r\nMov and Con by 2.
１ターンの間のみ味方１人の攻撃＋１０	Boosts one ally's Atk by 10\r\nfor one turn.
味方１人の守備＋１０魔防＋１０	Boosts an ally's Def/Res by 10\r\nfor one turn.
１ターンの間のみ味方１人の必殺＋１０	Boost's an ally's Crit by 10\r\nfor one turn.
１ターンの間のみ味方１人の回避＋１０	Boosts an ally's Avo by 10\r\nfor one turn.
間接攻撃可能な燃えさかる炎の剣	Indirect attackable burning flame sword.
ゲン	Gen
ドレイセン	Dreisen
マイティ	Mighty
レイド	Raid
シルキー	Silky
マックス	Max
ミッド	Mid
ジルエット	Gillette
アレックス	Alex
セルニード	Serneid
ルヴィ	Rubi
サテュラ	Satura
カレノレ	Karenole
メリル	Meryl
ネフティ	Nefti
ジャクソン	Jackson
カーティス	Curtis
アンジェリカ	Angelica
ミハエル	Michael
エレナ	Elena
シヴィアス	Severes
スティーブ	Steve
アニゼット	Anizet
ゼファー	Zephyr
エリュオン	Eluon
ネロ	Nero
カイ	Kai
カノープス	Canopus
ネレイ	Nerei
リオン	Lyon
ジャスティン	Justin
ワンダ	Wanda
エレンディア	Elendia
ヴァルトス	Valtos
イズカ	Izuka
ヴィランドゥ	Villaundu
ヘイデン	Hayden
マルシュ	Marsh
アシュレイ	Ashley
マローダ	Maroda
ロアン	Roan
黄天化	Kou-Tenka
グッドマン	Goodman
亡霊戦士	Phantom
サモン	Summon
サマナーン	Summonern
亡霊戦士	Phantom
リオン	Lyon
ムルヴァ	Morva
オブスキュラ	Obscura
ヴァルトス	Valtos
エレンディア	Elendia
ヴァルトス	Valtos
ベン	Ben
シュピーデル	Spider
バドラック	Badac
デュラハン	Durahan
ホイップ	Olaf
クルス	Cruz
御名方守矢	Moriya
ボルガザード	Borghazard
サーケー	Sir
マルディオン	Mardion
アルス	Ars
ドルミン	Dormin
シェスタ	Schesta
ケンゴ	Kengo
ケンゴ	Kengo
グリムアーツ	Grim Arts
イズカ	Izuka
黄天化	Koutenka
カルマ	Karma
ウナレフ	Unaref
守護モルフ	Guardian
オルナーデン	Ornaden
バドラック団	Badac Team
シンゴ	Shingo
ダリエム	Dariem
トルネキア	Tornechia
オブスキュラ	Obscura
暗黒教団員	Dark Cult
しかばねの兵	Risen
したっぱ団員	Grunt
モンゴル兵士	Mongolian
バドラック団	Badac Team
エトルリア兵	Etrurian
ウィロウ	Willow
ダラ	Dara
ライフＳＷ	Life SW
ミリィ	Milli
ケン	Ken
リキア地方ラウス公しゃく家の末えい\r\n争いを好まない性格	The descendants of the\r\nDuke of Routh, Lykia region.\r\nHe who does not like fighting.
レーン村の村長\r\n歴戦をくぐりぬけた元騎士	Village chief of Lane village\r\nA former knight who\r\npassed through the war.
ゲンの弟子\r\n正義感あふれる重騎士	Gen's apprentice. A very\r\njust man.
フェレ家の騎士\r\n騎士アレンの遠い子孫	The descendant of Sir\r\nAllen of Pherae.
エトルリア王国の僧侶\r\nかつてはエリミーヌ教団に所属していた	A monk in the Kingdom of Etruria who\r\nused to belong to the Elimine Church.
ジルエットと共に行動する天馬騎士	A pegasus knight travelling\r\nwith Gillette.
西方出身のかけだし兵士\r\nアレックスの息子	The son of Alex.
アシュレイの弟\r\n気弱な性格	Ashley's younger brother.
シルキーと共に各地を飛び回り\r\n宝を探している空賊	A thief roaming around the area with\r\nSilky searching for treasure.
西方出身の戦士\r\nマックスの父	The father of the warrior Max.\r\n
アルスの親友でありライバル\r\n兄貴分的存在	Ars's best friend and rival.
様々な軍に付く傭兵\r\n剣聖カレル？	Mercenaries attached to various armies.\r\nSword St. Karel??
様々な町を訪れている少女\r\nよくナンパしてる	A girl who visits various towns.\r\nShe's always hitting on mans.
ベルン王国出身の兵士\r\nメリルの友達	Meryl's friend. From Bern.
廃きょを好んで様々な\r\n廃きょを訪れている少女	A girl who likes to go out and visit\r\nvarious places.
サカ領主・・・の亡霊	The ghost of the Sacae lord
リグレ公爵家の最高指揮官\r\nモルフにされてしまった	Chief commander of the Duke of Ligure.\r\nHe has been made into a morph
サカ出身の女剣士で\r\n修行の旅に出ている	A female swordsman from\r\nSacae on a training trip.
エトルリアの魔道軍将を夢見る少年\r\n歳に合わずしっかりした性格	A boy who dreams of the Etrurian\r\nmagistrate.
ロアンの妻\r\n元エリミーヌ教団員	Roanne's wife, former member\r\nof the Elimine Church.
ベルン国王子ヴィランドゥの妹\r\nアンジェリカとは親友の関係	Berne's princess,\r\nVillanuda's sister.
暗黒教団に恨みを持つ男\r\nホワイトの親友	Man with grudge against the Dark cult.\r\nWhite's best friend.
ベルン王国の王子\r\n国王ダリエムの息子	The son of King Dariem of the\r\nKingdom of Bern.
キュアン王子の遺児\r\nレンスター王家の生き残り	The son of Prince Quan\r\nof Leonster.
カフチ島生まれの少年\r\nわけあってリキアにいる	An orphan boy travelling with Ars.
ミッドの兄\r\n好戦的な性格	Mid's older, more militant brother.
元エリミーヌ教団の司祭\r\nアルスの恩師	Former priest of the Elimine Church.
暗黒教団の一員	One of the eight great generals who\r\nthe Dark Church raised.
暗黒教団がよみがえらせた\r\n八神将の一人	One of the eight great generals who\r\nthe Dark Church raised.
バドラック団の手下	The subordinates of Badac's team.
ブルーニャの遠い子孫\r\nシヴィアスとは親友の関係	Distant offspring of Brunnya\r\nSeveres's best friend.
エトルリア三軍将の一人\r\n『騎士軍将』	One of Etruria's three generals\r\n『Knight General.』
大きな成長を遂げた魔術士\r\nスキル「回復」「陽光」	A mage who has made great\r\nprogress in their magical studies.\r\nSkill:Renewal,Flare
高い移動力と攻守に優れた力を持つ\r\n装備『剣・槍・杖』　奥義『太陽』	A knight with superior movement\r\nand well-rounded abilities.\r\nOccult:Sol
剣の達人　素早い動きと一撃必殺の技\r\n装備『剣』　スキル『連続』	Lightning-fast swordsmen of peerless\r\nand lethal skill. Equip: Swords.\r\nSkill:Adept
謎の力を秘めた石\r\n防御無視	A stone with mysterious power\r\nNegate Defenses.
扉や宝箱を開けます	Open the door and\r\nthe treasure chest.
誰でも使える\r\n万能カギです	A universal key\r\nthat anyone can use.
ｎ邪の宝剣	Bakuya
莫邪の宝剣	Bakuya
死者の亡霊\r\n地形とその効果全てを無視する	The ghost of the dead.\r\nIgnore the all terrain.
英雄ハルトムートの剣　間接攻撃可能	Hero Hartmut's sword. RangeAttack.
矢が遠くまで届く大型の弓	Large bow that the arrow can reach far.
様々な武器を扱う上級騎士\r\n武器『剣・槍・弓・杖』	Advanced knights who handle various weapons\r\nEquip: Sword, Lance, Axs, Bow.
光の翼をもつ騎士\r\n武器『剣・光・闇・理』	A knight with wings of light.\r\nEquip: Sword, Light, Dark, Anima.
力は弱いが　安定した能力を持つ\r\n装備『理・光』	Magic wielders with solid skills but low\r\nphysical strength. Equip: Anima, Light.
理と光魔法を使う　魔道騎士\r\n装備『理・光・剣』　スキル『回復』	Mage knights who using Anima and Light magic.\r\nEquip: Anima, Light, Sword.\r\nSkill: Renewal.
攻撃は魔道士を超えるが　速さに劣る\r\n装備『闇・理』	Wielders of magic who are stronger,\r\nbut slower, than mages. Equip: Dark, Anima.
魔力が高く　高位の魔法をあやつる\r\n装備『闇・理・杖』　スキル『月食』	Wielders of deep and ancient magic.\r\nEquip: Dark, anima, Staves.\r\nSkill: Luna.
死を経験し　よみがえった剣士\r\n装備『剣・闇』スキル『すりぬけ』	Swordsman who has experienced death and has risen.\r\nEquip: Sword, Dark.\r\nSkill: Pass.
全ての魔法を使いこなす　魔女\r\n装備『理・闇・光』　奥義『生命吸収』	Magicians with a mastery of all magics.\r\nEquip: Anima, Light, Dark.\r\nOccult: Lifetaker.
自らの意思でアンデットと化した道化師\r\nスキル「回復」「相性激化」	Clown who turned himself into Andet.\r\nSkill: Renewal, Triangle Adept.
別大陸から送り込まれた\r\n戦闘車両	Combat vehicles sent\r\nfrom another continent.
世界を動かす強国の王\r\nきわめて高い能力をほこる	King of power that moves the world.\r\nHe have a very high ability.
遠距離からの攻撃に優れる発射台	Launch pad that is excellent for\r\nlong range attacks
死者の亡霊\r\n地形とその効果全てを無視する	The ghost of the dead.\r\nIgnore the all terrain.
神出鬼没で華やかな怪盗\r\n装備『剣・杖』　スキル『すり抜け』	Knaves who need no tools or keys to\r\nopen locks. Equip: Swords.\r\nSkill: Pass
武器レベル	Weapon level
ウェリネ	Verrine
ロムファイア	Romfire
ヴラスキャルヴ	Valaskjalf
クライディレド	Creiddylad
風花雪月	three houses theme
　決定	Change
　やめる	Cancel
　攻撃	 Attack
　奏でる	Play
　踊る	 Dance
　盗む	 Steal
　杖	 Staff
　捕獲	 Capture
　呼魔	 Summons
　支援	 Support
　アイテム	 Item
　救出	 Rescue
　薬局	 Coffee
　アイテム整理	 Manage Items
　秘密店に入る	 Enter Secret
　道具屋に入る	 Enter Shop
　武器屋に入る	 Enter Armory
隣接するユニットを救出し\r\n自分に同行させます	Rescue an ally from\r\nan adjacent space.
　持物等	 ItemEtc
「持ち物」、「体当たり」、\r\n「同行」などの\r\nサブメニューを開きます。	Open submenus such as\r\nItem, Shove, Refuge.
　全預け	Give all
　全預け＋	 GiveAll+
　移動補助	 SubMenu
　補助	 SubMenu
　離脱	 Escape
　到着	 Arrival
アリア	Aria
ベーター	Bertha
デイモン	Damon
ビリー	Billy
マイル	Miles
メアリー	Mary
リチャード	Richard
ジーナ	Jeana
ヘレナ	Helena
ボイド	Boyd
ピート	Pitt
リエル	Ryel
サブリナ	Sabrina
ザック	Zach
オーロラ	Aurora
レイア	Leia
ブラン	Bran
ビアンカ	Bianca
ニコラ	Nicola
ディラン	Dylan
クラリス	Chris
レイド	Reyd
ノエル	Noel
クロエ	Chloe
オリーヴ	Olive
ロドニー	Rodney
